"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
59,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",59,"Phú L<U+1EE3>i","Commune","Commune",NA,NA
60,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",60,"Phú Ng<U+1ECD>c","Commune","Commune",NA,NA
61,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",61,"Phú Tân","Commune","Commune",NA,NA
62,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",62,"Phú Túc","Commune","Commune",NA,NA
63,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",63,"Phú Vinh","Commune","Commune",NA,NA
64,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",64,"Su<U+1ED1>i Nho","Commune","Commune",NA,NA
65,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",65,"Túc Trung","Commune","Commune",NA,NA
66,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",8,"Ð<U+1ECB>nh Quán",66,"Thánh Son","Commune","Commune",NA,NA
67,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",67,"An Bình","Ward","Ward",NA,NA
68,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",68,"B<U+1EED>u Hòa","Ward","Ward",NA,NA
69,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",69,"B<U+1EED>u Long","Ward","Ward",NA,NA
70,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",70,"Bình Ða","Ward","Ward",NA,NA
71,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",71,"H<U+1ED1> Nai","Ward","Ward",NA,NA
72,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",72,"Hòa Bình","Ward","Ward",NA,NA
73,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",73,"Hóa An","Commune","Commune",NA,NA
74,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",74,"Hi<U+1EC7>p Hòa","Commune","Commune",NA,NA
75,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",75,"Long Bình Tân","Ward","Ward",NA,NA
76,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",76,"Long Bình","Ward","Ward",NA,NA
77,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",77,"Quang Vinh","Ward","Ward",NA,NA
78,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",78,"Quy<U+1EBF>t Th<U+1EAF>ng","Ward","Ward",NA,NA
79,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",79,"Tân Biên","Ward","Ward",NA,NA
80,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",80,"Tân Hòa","Ward","Ward",NA,NA
81,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",81,"Tân H<U+1EA1>nh","Commune","Commune",NA,NA
82,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",82,"Tân Hi<U+1EC7>p","Ward","Ward",NA,NA
83,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",83,"Tân Mai","Ward","Ward",NA,NA
84,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",84,"Tân Phong","Ward","Ward",NA,NA
85,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",85,"Tân Ti<U+1EBF>n","Ward","Ward",NA,NA
86,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",86,"Tân V<U+1EA1>n","Ward","Ward",NA,NA
87,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",87,"Tam Hòa","Ward","Ward",NA,NA
88,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",88,"Tam Hi<U+1EC7>p","Ward","Ward",NA,NA
89,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",89,"Thánh Bình","Ward","Ward",NA,NA
90,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",90,"Th<U+1ED1>ng Nh<U+1EA5>t","Ward","Ward",NA,NA
91,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",91,"Tr<U+1EA3>ng Dài","Ward","Ward",NA,NA
92,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",9,"Bien Hoa",92,"Trung Dung","Ward","Ward",NA,NA
93,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",93,"B<U+1EA3>o Bình","Commune","Commune",NA,NA
94,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",94,"Lâm San","Commune","Commune",NA,NA
95,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",95,"Long Giao","Commune","Commune",NA,NA
96,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",96,"Nhân NghÜa","Commune","Commune",NA,NA
97,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",97,"Sông Nh¹n","Commune","Commune",NA,NA
98,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",98,"Sông Ray","Commune","Commune",NA,NA
99,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",99,"Thõa Ð<U+1EE9>c","Commune","Commune",NA,NA
100,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",100,"Xuân Ðông","Commune","Commune",NA,NA
101,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",101,"Xuân B<U+1EA3>o","Commune","Commune",NA,NA
102,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",102,"Xuân Mü","Commune","Commune",NA,NA
103,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",103,"Xuân Qu<U+1EBF>","Commune","Commune",NA,NA
104,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",10,"C<U+1EA9>m M<U+1EF9>",104,"Xuân Tây","Commune","Commune",NA,NA
105,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",105,"Bàu Sen","Commune","Commune",NA,NA
106,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",106,"Bàu Trâm","Commune","Commune",NA,NA
107,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",107,"Bình L<U+1ED9>c","Commune","Commune",NA,NA
108,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",108,"B<U+1EA3>o Quang","Commune","Commune",NA,NA
109,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",109,"B<U+1EA3>o Vinh","Commune","Commune",NA,NA
110,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",110,"Hàng Gòn","Commune","Commune",NA,NA
111,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",111,"Phú Bình","Ward","Ward",NA,NA
112,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",112,"Su<U+1ED1>i Tre","Commune","Commune",NA,NA
113,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",113,"Xuân An","Ward","Ward",NA,NA
114,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",114,"Xuân Bình","Ward","Ward",NA,NA
115,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",115,"Xuân Hòa","Ward","Ward",NA,NA
116,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",116,"Xuân L<U+1EAD>p","Commune","Commune",NA,NA
117,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",117,"Xuân Tân","Commune","Commune",NA,NA
118,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",118,"Xuân Thánh","Ward","Ward",NA,NA
119,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",11,"Long Khánh",119,"Xuân Trung","Ward","Ward",NA,NA
120,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",120,"An Hoà","Commune","Commune",NA,NA
121,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",121,"An Phu<U+1EDB>c","Commune","Commune",NA,NA
122,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",122,"Bàu C<U+1EA1>n","Commune","Commune",NA,NA
123,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",123,"Bình An","Commune","Commune",NA,NA
124,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",124,"Bình Son","Commune","Commune",NA,NA
125,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",125,"C<U+1EA9>m Ðu<U+1EDD>ng","Commune","Commune",NA,NA
126,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",126,"L<U+1ED9>c An","Commune","Commune",NA,NA
127,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",127,"Long Ð<U+1EE9>c","Commune","Commune",NA,NA
128,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",128,"Long An","Commune","Commune",NA,NA
129,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",129,"Long Hung","Commune","Commune",NA,NA
130,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",130,"Long Phu<U+1EDB>c","Commune","Commune",NA,NA
131,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",131,"Long Thành","Townlet","Townlet",NA,NA
132,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",132,"Phu<U+1EDB>c Bình","Commune","Commune",NA,NA
133,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",133,"Phu<U+1EDB>c Tân","Commune","Commune",NA,NA
134,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",134,"Phu<U+1EDB>c Thái","Commune","Commune",NA,NA
135,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",135,"Su<U+1ED1>i Tr<U+1EA7>u","Commune","Commune",NA,NA
136,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",136,"Tân Hi<U+1EC7>p","Commune","Commune",NA,NA
137,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",137,"Tam An","Commune","Commune",NA,NA
138,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",12,"Long Thành",138,"Tam Phu<U+1EDB>c","Commune","Commune",NA,NA
139,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",139,"Ð<U+1EA1>i Phu<U+1EDB>c","Commune","Commune",NA,NA
140,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",140,"Hi<U+1EC7>p Phu<U+1EDB>c","Commune","Commune",NA,NA
141,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",141,"Long Tân","Commune","Commune",NA,NA
142,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",142,"Long Th<U+1ECD>","Commune","Commune",NA,NA
143,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",143,"Phó Héi","Commune","Commune",NA,NA
144,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",144,"Phu<U+1EDB>c An","Commune","Commune",NA,NA
145,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",145,"Phu<U+1EDB>c Khánh","Commune","Commune",NA,NA
146,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",146,"Phu<U+1EDB>c Thi<U+1EC1>n","Commune","Commune",NA,NA
147,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",147,"Phú Ðông","Commune","Commune",NA,NA
148,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",148,"Phú H<U+1ED9>i","Commune","Commune",NA,NA
149,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",149,"Phú Th<U+1EA1>nh","Commune","Commune",NA,NA
150,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",13,"Nhon Tr<U+1EA1>ch",150,"Vinh Thánh","Commune","Commune",NA,NA
151,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",151,"d<U+1EAF>ck lua","Commune","Commune",NA,NA
152,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",152,"Nam Cát Tiên","Commune","Commune",NA,NA
153,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",153,"Núi Tu<U+1EE3>ng","Commune","Commune",NA,NA
154,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",154,"Phú Ði<U+1EC1>n","Commune","Commune",NA,NA
155,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",155,"Phú An","Commune","Commune",NA,NA
156,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",156,"Phú Bình","Commune","Commune",NA,NA
157,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",157,"Phú Lâm","Commune","Commune",NA,NA
158,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",158,"Phú L<U+1ED9>c","Commune","Commune",NA,NA
159,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",159,"Phú L<U+1EAD>p","Commune","Commune",NA,NA
160,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",160,"Phú Son","Commune","Commune",NA,NA
161,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",161,"Phú Thánh","Commune","Commune",NA,NA
162,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",162,"Phú Th<U+1ECB>nh","Commune","Commune",NA,NA
163,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",163,"Phú Trung","Commune","Commune",NA,NA
164,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",164,"Phú Xuân","Commune","Commune",NA,NA
165,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",165,"Tà Lài","Commune","Commune",NA,NA
166,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",166,"Tân Phú","Townlet","Townlet",NA,NA
167,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",167,"Thánh Son","Commune","Commune",NA,NA
168,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",14,"Tân Phú",168,"Trà C<U+1ED5>","Commune","Commune",NA,NA
169,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",169,"Bàu Hàm II","Commune","Commune",NA,NA
170,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",170,"Gia Ki<U+1EC7>m","Commune","Commune",NA,NA
171,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",171,"Gia Tân I","Commune","Commune",NA,NA
172,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",172,"Gia Tân II","Commune","Commune",NA,NA
173,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",173,"Gia Tân III","Commune","Commune",NA,NA
174,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",174,"Hung L<U+1ED9>c","Commune","Commune",NA,NA
175,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",175,"L<U+1ED9> 25","Commune","Commune",NA,NA
176,250,"VNM","Vietnam",2,"Ð<U+1ED3>ng Nai",15,"Th<U+1ED1>ng Nh<U+1EA5>t",176,"Quang Trung","Commune","Commune",NA,NA
